from,to,value,for_embedding
201664_at,201710_at,-2.267,2.267
201664_at,201755_at,-2.267,2.267
201664_at,201761_at,-6.393,6.393
201664_at,201770_at,3.566,3.566
201664_at,201790_s_at,-2.267,2.267
201664_at,201791_s_at,-2.267,2.267
201664_at,201795_at,-2.267,2.267
201664_at,201833_at,-6.393,6.393
201664_at,201890_at,-2.267,2.267
201664_at,201896_s_at,-3.036,3.036
201664_at,201897_s_at,13.421,13.421
201664_at,201930_at,3.566,3.566
201664_at,201970_s_at,-2.267,2.267
201664_at,201977_s_at,-5.628,5.628
201664_at,201978_s_at,1.229,1.229
201664_at,202011_at,-3.666,3.666
201664_at,202088_at,1.229,1.229
201664_at,202095_s_at,-2.267,2.267
201664_at,202105_at,-5.628,5.628
201664_at,202107_s_at,-2.267,2.267
201664_at,202109_at,-6.393,6.393
201664_at,202188_at,-2.267,2.267
201664_at,202233_s_at,3.566,3.566
201664_at,202240_at,-2.267,2.267
201664_at,202270_at,5.511,5.511
201664_at,202276_at,-2.267,2.267
201664_at,202307_s_at,-6.45,6.45
201664_at,202370_s_at,-4.313,4.313
201664_at,202371_at,1.229,1.229
201664_at,202409_at,1.229,1.229
201664_at,202487_s_at,-2.267,2.267
201664_at,202503_s_at,-2.267,2.267
201664_at,202589_at,-3.13,3.13
201664_at,202590_s_at,-3.666,3.666
201664_at,202690_s_at,13.421,13.421
201664_at,202725_at,-5.628,5.628
201664_at,202754_at,-3.036,3.036
201664_at,202779_s_at,-2.267,2.267
201664_at,202808_at,-3.666,3.666
201664_at,202815_s_at,-3.666,3.666
201664_at,202854_at,3.566,3.566
201664_at,202858_at,-6.393,6.393
201664_at,202870_s_at,-2.267,2.267
201664_at,203022_at,-2.267,2.267
201664_at,203046_s_at,-3.036,3.036
201664_at,203066_at,1.229,1.229
201664_at,203071_at,1.229,1.229
201664_at,203126_at,2.074,2.074
201664_at,203130_s_at,1.229,1.229
201664_at,203139_at,-2.267,2.267
201664_at,203145_at,2.074,2.074
201664_at,203188_at,-5.628,5.628
201664_at,203213_at,-2.267,2.267
201664_at,203223_at,1.229,1.229
201664_at,203249_at,1.229,1.229
201664_at,203265_s_at,-5.628,5.628
201664_at,203266_s_at,-6.393,6.393
201664_at,203276_at,-3.036,3.036
201664_at,203287_at,-2.267,2.267
201664_at,203296_s_at,1.229,1.229
201664_at,203345_s_at,-3.036,3.036
201664_at,203347_s_at,1.229,1.229
201664_at,203358_s_at,-3.13,3.13
201664_at,203380_x_at,-3.666,3.666
201664_at,203418_at,3.566,3.566
201664_at,203422_at,-2.267,2.267
201664_at,203463_s_at,2.074,2.074
201664_at,203484_at,-2.267,2.267
201664_at,203560_at,-2.267,2.267
201664_at,203594_at,-3.036,3.036
201664_at,203625_x_at,5.803,5.803
201664_at,203693_s_at,-6.393,6.393
201664_at,203696_s_at,-2.267,2.267
201685_s_at,201770_at,2.319,2.319
201685_s_at,201833_at,1.567,1.567
201685_s_at,201897_s_at,-2.728,2.728
201685_s_at,202105_at,-2.548,2.548
201685_s_at,202174_s_at,-3.914,3.914
201685_s_at,202370_s_at,1.602,1.602
201685_s_at,202580_x_at,-2.109,2.109
201685_s_at,202589_at,2.603,2.603
201685_s_at,202690_s_at,-2.728,2.728
201685_s_at,202725_at,-1.912,1.912
201685_s_at,202808_at,1.166,1.166
201685_s_at,203265_s_at,-3.222,3.222
201685_s_at,203266_s_at,1.051,1.051
201685_s_at,203358_s_at,3.135,3.135
201685_s_at,203405_at,0.991,0.991
201685_s_at,203438_at,-0.734,0.734
201685_s_at,203439_s_at,1.685,1.685
201694_s_at,202011_at,-0.462,0.462
201694_s_at,202088_at,0.258,849.86
201694_s_at,202200_s_at,0.405,0.405
201694_s_at,202307_s_at,0.407,0.407
201694_s_at,202371_at,0.258,849.86
201694_s_at,202590_s_at,-0.462,0.462
201694_s_at,202613_at,0.405,0.405
201694_s_at,202666_s_at,0.405,0.405
201694_s_at,202754_at,-0.493,0.493
201694_s_at,202808_at,-0.462,0.462
201694_s_at,202815_s_at,-0.462,0.462
201694_s_at,203126_at,0.45,0.45
201694_s_at,203276_at,-0.493,0.493
201694_s_at,203347_s_at,0.318,849.86
201694_s_at,203380_x_at,-0.462,0.462
201694_s_at,203432_at,0.405,0.405
201710_at,201755_at,0.654,849.86
201710_at,201770_at,-0.524,0.524
201710_at,201791_s_at,0.361,849.86
201710_at,201897_s_at,-0.6,0.6
201710_at,201930_at,-0.524,0.524
201710_at,202200_s_at,-0.618,0.618
201710_at,202233_s_at,-0.524,0.524
201710_at,202487_s_at,0.295,849.86
201710_at,202503_s_at,0.295,849.86
201710_at,202613_at,-0.618,0.618
201710_at,202779_s_at,0.654,849.86
201710_at,202854_at,-0.524,0.524
201710_at,203139_at,0.361,849.86
201710_at,203418_at,-0.524,0.524
201710_at,203428_s_at,-0.729,0.729
201755_at,201770_at,-0.524,0.524
201755_at,201791_s_at,0.654,849.86
201755_at,201897_s_at,-0.687,0.687
201755_at,201930_at,-0.524,0.524
201755_at,202107_s_at,0.295,849.86
201755_at,202117_at,1.168,1.168
201755_at,202200_s_at,-0.729,0.729
201755_at,202233_s_at,-0.524,0.524
201755_at,202487_s_at,0.361,849.86
201755_at,202613_at,-0.729,0.729
201755_at,202690_s_at,-0.6,0.6
201755_at,202779_s_at,0.361,849.86
201755_at,202854_at,-0.524,0.524
201755_at,203139_at,0.295,849.86
201755_at,203418_at,-0.524,0.524
201761_at,201833_at,2.683,849.86
201761_at,201977_s_at,3.38,3.38
201761_at,202109_at,1.067,849.86
201761_at,202117_at,1.269,1.269
201761_at,202174_s_at,-3.195,3.195
201761_at,202200_s_at,-1.578,1.578
201761_at,202270_at,-0.951,0.951
201761_at,202307_s_at,2.308,2.308
201761_at,202580_x_at,1.744,1.744
201761_at,202666_s_at,-1.578,1.578
201761_at,202705_at,-1.578,1.578
201761_at,202854_at,-1.351,1.351
201761_at,202858_at,2.434,849.86
201761_at,202954_at,1.771,1.771
201761_at,203126_at,-0.459,0.459
201761_at,203145_at,-0.459,0.459
201761_at,203188_at,-1.718,1.718
201761_at,203208_s_at,-1.346,1.346
201761_at,203214_x_at,-1.346,1.346
201761_at,203266_s_at,1.067,849.86
201761_at,203358_s_at,-1.099,1.099
201761_at,203405_at,2.031,2.031
201761_at,203418_at,-1.468,1.468
201761_at,203428_s_at,-1.578,1.578
201761_at,203438_at,0.797,0.797
201761_at,203463_s_at,-0.459,0.459
201761_at,203554_x_at,-1.578,1.578
201761_at,203625_x_at,-1.159,1.159
201761_at,203693_s_at,1.463,849.86
201770_at,201790_s_at,-0.524,0.524
201770_at,201791_s_at,-0.524,0.524
201770_at,201795_at,-0.524,0.524
201770_at,201890_at,-0.524,0.524
201770_at,201930_at,2.194,849.86
201770_at,201970_s_at,-0.524,0.524
201770_at,202095_s_at,-0.524,0.524
201770_at,202105_at,-2.663,2.663
201770_at,202107_s_at,-0.524,0.524
201770_at,202174_s_at,-1.858,1.858
201770_at,202188_at,-0.524,0.524
201770_at,202233_s_at,2.194,849.86
201770_at,202240_at,-0.524,0.524
201770_at,202276_at,-0.524,0.524
201770_at,202307_s_at,1.889,1.889
201770_at,202487_s_at,-0.524,0.524
201770_at,202503_s_at,-0.524,0.524
201770_at,202580_x_at,-1.313,1.313
201770_at,202589_at,1.346,1.346
201770_at,202725_at,-1.886,1.886
201770_at,202779_s_at,-0.524,0.524
201770_at,202854_at,5.004,849.86
201770_at,202858_at,-1.468,1.468
201770_at,202870_s_at,-0.524,0.524
201770_at,203022_at,-0.524,0.524
201770_at,203139_at,-0.524,0.524
201770_at,203213_at,-0.524,0.524
201770_at,203265_s_at,-1.548,1.548
201770_at,203287_at,-0.524,0.524
201770_at,203358_s_at,1.047,1.047
201770_at,203418_at,1.794,849.86
201770_at,203422_at,-0.524,0.524
201770_at,203438_at,-1.705,1.705
201770_at,203439_s_at,0.974,0.974
201770_at,203484_at,-0.524,0.524
201770_at,203560_at,-0.524,0.524
201770_at,203625_x_at,-2.047,2.047
201770_at,203693_s_at,-1.351,1.351
201770_at,203696_s_at,-0.524,0.524
201790_s_at,201930_at,-0.524,0.524
201790_s_at,202117_at,0.804,0.804
201790_s_at,202233_s_at,-0.524,0.524
201790_s_at,202276_at,0.361,849.86
201790_s_at,202503_s_at,0.654,849.86
201790_s_at,202690_s_at,-0.687,0.687
201790_s_at,202705_at,-0.618,0.618
201790_s_at,202779_s_at,0.295,849.86
201790_s_at,202854_at,-0.524,0.524
201790_s_at,203139_at,0.361,849.86
201790_s_at,203287_at,0.295,849.86
201790_s_at,203345_s_at,0.73,0.73
201790_s_at,203418_at,-0.524,0.524
201790_s_at,203554_x_at,-0.729,0.729
201791_s_at,201930_at,-0.524,0.524
201791_s_at,202107_s_at,0.361,849.86
201791_s_at,202117_at,0.804,0.804
201791_s_at,202233_s_at,-0.524,0.524
201791_s_at,202487_s_at,0.654,849.86
201791_s_at,202690_s_at,-0.687,0.687
201791_s_at,202779_s_at,0.295,849.86
201791_s_at,202854_at,-0.524,0.524
201791_s_at,203046_s_at,0.73,0.73
201791_s_at,203418_at,-0.524,0.524
201795_at,201890_at,0.654,849.86
201795_at,201930_at,-0.524,0.524
201795_at,202095_s_at,0.295,849.86
201795_at,202117_at,0.804,0.804
201795_at,202233_s_at,-0.524,0.524
201795_at,202240_at,0.361,849.86
201795_at,202690_s_at,-0.687,0.687
201795_at,202854_at,-0.524,0.524
201795_at,202870_s_at,0.654,849.86
201795_at,203287_at,0.295,849.86
201795_at,203418_at,-0.524,0.524
201795_at,203428_s_at,-0.618,0.618
201795_at,203484_at,0.361,849.86
201833_at,201930_at,-1.468,1.468
201833_at,202105_at,1.711,1.711
201833_at,202109_at,1.067,849.86
201833_at,202117_at,1.269,1.269
201833_at,202174_s_at,-3.195,3.195
201833_at,202200_s_at,-1.578,1.578
201833_at,202270_at,-0.951,0.951
201833_at,202307_s_at,2.308,2.308
201833_at,202580_x_at,1.264,1.264
201833_at,202589_at,-1.099,1.099
201833_at,202666_s_at,-1.578,1.578
201833_at,202705_at,-1.578,1.578
201833_at,202808_at,0.915,0.915
201833_at,202858_at,1.067,849.86
201833_at,202954_at,2.031,2.031
201833_at,203126_at,-0.459,0.459
201833_at,203145_at,-0.459,0.459
201833_at,203187_at,1.051,1.051
201833_at,203208_s_at,-1.346,1.346
201833_at,203214_x_at,-1.346,1.346
201833_at,203266_s_at,2.434,849.86
201833_at,203405_at,1.771,1.771
201833_at,203428_s_at,-1.578,1.578
201833_at,203438_at,0.797,0.797
201833_at,203463_s_at,-0.459,0.459
201833_at,203554_x_at,-1.578,1.578
201833_at,203625_x_at,-1.159,1.159
201833_at,203693_s_at,2.683,849.86
201890_at,201897_s_at,-0.687,0.687
201890_at,201930_at,-0.524,0.524
201890_at,202095_s_at,0.361,849.86
201890_at,202117_at,1.168,1.168
201890_at,202233_s_at,-0.524,0.524
201890_at,202240_at,0.295,849.86
201890_at,202666_s_at,-0.729,0.729
201890_at,202690_s_at,-0.6,0.6
201890_at,202854_at,-0.524,0.524
201890_at,202870_s_at,0.361,849.86
201890_at,203418_at,-0.524,0.524
201890_at,203484_at,0.654,849.86
201890_at,203594_at,0.73,0.73
201896_s_at,201978_s_at,-0.493,0.493
201896_s_at,202011_at,1.003,1.003
201896_s_at,202107_s_at,0.73,0.73
201896_s_at,202174_s_at,1.711,1.711
201896_s_at,202200_s_at,-1.073,1.073
201896_s_at,202370_s_at,-1.865,1.865
201896_s_at,202580_x_at,-0.867,0.867
201896_s_at,202589_at,-1.705,1.705
201896_s_at,202590_s_at,1.003,1.003
201896_s_at,202613_at,-1.073,1.073
201896_s_at,202705_at,-1.749,1.749
201896_s_at,202754_at,1.907,849.86
201896_s_at,202808_at,1.003,1.003
201896_s_at,202815_s_at,1.003,1.003
201896_s_at,202854_at,-0.963,0.963
201896_s_at,202954_at,-0.867,0.867
201896_s_at,203046_s_at,1.907,849.86
201896_s_at,203066_at,-0.493,0.493
201896_s_at,203130_s_at,-0.493,0.493
201896_s_at,203347_s_at,-0.493,0.493
201896_s_at,203358_s_at,-1.705,1.705
201896_s_at,203380_x_at,1.003,1.003
201896_s_at,203405_at,-0.867,0.867
201896_s_at,203594_at,2.047,849.86
201897_s_at,201970_s_at,-0.687,0.687
201897_s_at,202107_s_at,-0.687,0.687
201897_s_at,202117_at,2.655,2.655
201897_s_at,202188_at,-0.6,0.6
201897_s_at,202240_at,-0.687,0.687
201897_s_at,202270_at,1.662,1.662
201897_s_at,202276_at,-0.6,0.6
201897_s_at,202307_s_at,-1.197,1.197
201897_s_at,202338_at,-1.009,1.009
201897_s_at,202370_s_at,-4.906,4.906
201897_s_at,202487_s_at,-0.6,0.6
201897_s_at,202503_s_at,-0.6,0.6
201897_s_at,202580_x_at,1.122,1.122
201897_s_at,202589_at,-1.884,1.884
201897_s_at,202690_s_at,3.292,849.86
201897_s_at,202705_at,-2.209,2.209
201897_s_at,202870_s_at,-0.6,0.6
201897_s_at,202954_at,1.122,1.122
201897_s_at,202962_at,1.325,1.325
201897_s_at,203126_at,0.672,0.672
201897_s_at,203139_at,-0.687,0.687
201897_s_at,203145_at,0.672,0.672
201897_s_at,203187_at,-2.728,2.728
201897_s_at,203213_at,-0.6,0.6
201897_s_at,203214_x_at,-1.009,1.009
201897_s_at,203358_s_at,-1.884,1.884
201897_s_at,203362_s_at,-2.185,2.185
201897_s_at,203405_at,1.122,1.122
201897_s_at,203428_s_at,-2.209,2.209
201897_s_at,203463_s_at,0.672,0.672
201897_s_at,203484_at,-0.6,0.6
201897_s_at,203560_at,-0.687,0.687
201897_s_at,203625_x_at,1.931,1.931
201897_s_at,203696_s_at,-0.6,0.6
201930_at,201970_s_at,-0.524,0.524
201930_at,202095_s_at,-0.524,0.524
201930_at,202105_at,-1.548,1.548
201930_at,202107_s_at,-0.524,0.524
201930_at,202174_s_at,-1.858,1.858
201930_at,202188_at,-0.524,0.524
201930_at,202233_s_at,3.92,849.86
201930_at,202240_at,-0.524,0.524
201930_at,202276_at,-0.524,0.524
201930_at,202307_s_at,1.889,1.889
201930_at,202487_s_at,-0.524,0.524
201930_at,202503_s_at,-0.524,0.524
201930_at,202589_at,-1.486,1.486
201930_at,202779_s_at,-0.524,0.524
201930_at,202854_at,1.794,849.86
201930_at,202858_at,-1.351,1.351
201930_at,202870_s_at,-0.524,0.524
201930_at,203022_at,-0.524,0.524
201930_at,203139_at,-0.524,0.524
201930_at,203213_at,-0.524,0.524
201930_at,203265_s_at,-1.886,1.886
201930_at,203276_at,-0.963,0.963
201930_at,203287_at,-0.524,0.524
201930_at,203358_s_at,-1.339,1.339
201930_at,203405_at,-1.313,1.313
201930_at,203418_at,3.92,849.86
201930_at,203422_at,-0.524,0.524
201930_at,203438_at,0.974,0.974
201930_at,203439_s_at,-1.705,1.705
201930_at,203484_at,-0.524,0.524
201930_at,203560_at,-0.524,0.524
201930_at,203594_at,-0.963,0.963
201930_at,203625_x_at,-1.282,1.282
201930_at,203696_s_at,-0.524,0.524
201970_s_at,202117_at,1.168,1.168
201970_s_at,202188_at,0.654,849.86
201970_s_at,202200_s_at,-0.729,0.729
201970_s_at,202233_s_at,-0.524,0.524
201970_s_at,202613_at,-0.729,0.729
201970_s_at,202690_s_at,-0.6,0.6
201970_s_at,202854_at,-0.524,0.524
201970_s_at,203022_at,0.361,849.86
201970_s_at,203213_at,0.361,849.86
201970_s_at,203418_at,-0.524,0.524
201970_s_at,203422_at,0.654,849.86
201970_s_at,203560_at,0.295,849.86
201977_s_at,202011_at,-1.964,1.964
201977_s_at,202105_at,2.208,849.86
201977_s_at,202109_at,-1.718,1.718
201977_s_at,202117_at,1.722,1.722
201977_s_at,202338_at,1.283,1.283
201977_s_at,202725_at,4.222,849.86
201977_s_at,202854_at,-2.663,2.663
201977_s_at,202962_at,1.241,1.241
201977_s_at,203187_at,-3.222,3.222
201977_s_at,203208_s_at,-1.347,1.347
201977_s_at,203214_x_at,-1.347,1.347
201977_s_at,203265_s_at,-2.378,849.86
201977_s_at,203362_s_at,1.283,1.283
201978_s_at,202011_at,-0.462,0.462
201978_s_at,202088_at,0.318,849.86
201978_s_at,202307_s_at,0.407,0.407
201978_s_at,202409_at,0.318,849.86
201978_s_at,202590_s_at,-0.462,0.462
201978_s_at,202808_at,-0.462,0.462
201978_s_at,202815_s_at,-0.462,0.462
201978_s_at,203126_at,0.225,0.225
201978_s_at,203347_s_at,0.258,849.86
201978_s_at,203380_x_at,-0.462,0.462
201978_s_at,203554_x_at,0.405,0.405
201978_s_at,203594_at,-0.493,0.493
202011_at,202088_at,-0.462,0.462
202011_at,202109_at,-0.783,0.783
202011_at,202174_s_at,2.184,2.184
202011_at,202270_at,-0.826,0.826
202011_at,202371_at,-0.462,0.462
202011_at,202409_at,-0.462,0.462
202011_at,202590_s_at,2.511,849.86
202011_at,202725_at,-1.831,1.831
202011_at,202754_at,1.003,1.003
202011_at,202808_at,0.987,849.86
202011_at,202815_s_at,0.987,849.86
202011_at,202962_at,-2.25,2.25
202011_at,203046_s_at,1.003,1.003
202011_at,203066_at,-0.462,0.462
202011_at,203071_at,-0.462,0.462
202011_at,203130_s_at,-0.462,0.462
202011_at,203223_at,-0.462,0.462
202011_at,203249_at,-0.462,0.462
202011_at,203266_s_at,0.915,0.915
202011_at,203276_at,1.003,1.003
202011_at,203296_s_at,-0.462,0.462
202011_at,203345_s_at,1.003,1.003
202011_at,203347_s_at,-0.462,0.462
202011_at,203358_s_at,-0.835,0.835
202011_at,203439_s_at,-0.713,0.713
202011_at,203594_at,1.003,1.003
202011_at,203625_x_at,1.45,1.45
202088_at,202200_s_at,0.405,0.405
202088_at,202307_s_at,0.407,0.407
202088_at,202590_s_at,-0.462,0.462
202088_at,202613_at,0.405,0.405
202088_at,202666_s_at,0.405,0.405
202088_at,202754_at,-0.493,0.493
202088_at,202808_at,-0.462,0.462
202088_at,202815_s_at,-0.462,0.462
202088_at,203145_at,0.225,0.225
202088_at,203223_at,0.258,849.86
202088_at,203249_at,0.318,849.86
202088_at,203276_at,-0.493,0.493
202088_at,203380_x_at,-0.462,0.462
202088_at,203432_at,0.405,0.405
202088_at,203463_s_at,0.45,0.45
202095_s_at,202117_at,0.804,0.804
202095_s_at,202233_s_at,-0.524,0.524
202095_s_at,202690_s_at,-0.687,0.687
202095_s_at,202705_at,-0.618,0.618
202095_s_at,202854_at,-0.524,0.524
202095_s_at,203213_at,0.361,849.86
202095_s_at,203345_s_at,0.73,0.73
202095_s_at,203418_at,-0.524,0.524
202095_s_at,203422_at,0.295,849.86
202095_s_at,203484_at,0.654,849.86
202095_s_at,203554_x_at,-0.729,0.729
202105_at,202117_at,1.722,1.722
202105_at,202338_at,1.283,1.283
202105_at,202590_s_at,-1.964,1.964
202105_at,202725_at,4.222,849.86
202105_at,202808_at,-1.285,1.285
202105_at,202962_at,1.241,1.241
202105_at,203187_at,-3.026,3.026
202105_at,203188_at,-2.378,849.86
202105_at,203208_s_at,-1.347,1.347
202105_at,203214_x_at,-1.347,1.347
202105_at,203362_s_at,1.283,1.283
202105_at,203380_x_at,-1.831,1.831
202105_at,203693_s_at,3.38,3.38
202107_s_at,202117_at,1.168,1.168
202107_s_at,202233_s_at,-0.524,0.524
202107_s_at,202487_s_at,0.654,849.86
202107_s_at,202690_s_at,-0.6,0.6
202107_s_at,202854_at,-0.524,0.524
202107_s_at,203418_at,-0.524,0.524
202107_s_at,203432_at,-0.729,0.729
202107_s_at,203554_x_at,-0.618,0.618
202107_s_at,203560_at,0.295,849.86
202107_s_at,203696_s_at,0.361,849.86
202109_at,202117_at,1.269,1.269
202109_at,202174_s_at,-3.195,3.195
202109_at,202270_at,-0.951,0.951
202109_at,202307_s_at,2.308,2.308
202109_at,202338_at,-1.346,1.346
202109_at,202580_x_at,2.031,2.031
202109_at,202613_at,-1.578,1.578
202109_at,202858_at,2.683,849.86
202109_at,202954_at,1.744,1.744
202109_at,203126_at,-0.459,0.459
202109_at,203145_at,-0.459,0.459
202109_at,203266_s_at,2.683,849.86
202109_at,203362_s_at,-1.346,1.346
202109_at,203405_at,1.264,1.264
202109_at,203418_at,-1.351,1.351
202109_at,203432_at,-1.578,1.578
202109_at,203439_s_at,0.797,0.797
202109_at,203463_s_at,-0.459,0.459
202109_at,203693_s_at,2.434,849.86
202117_at,202174_s_at,-6.061,6.061
202117_at,202200_s_at,-2.403,2.403
202117_at,202240_at,1.168,1.168
202117_at,202270_at,-4.951,4.951
202117_at,202307_s_at,4.706,4.706
202117_at,202338_at,-2.245,2.245
202117_at,202409_at,-0.897,0.897
202117_at,202580_x_at,4.016,4.016
202117_at,202589_at,1.412,1.412
202117_at,202613_at,-2.403,2.403
202117_at,202666_s_at,-2.403,2.403
202117_at,202705_at,-3.281,3.281
202117_at,202725_at,1.722,1.722
202117_at,202754_at,-2.253,2.253
202117_at,202779_s_at,0.804,0.804
202117_at,202858_at,1.269,1.269
202117_at,202954_at,4.016,4.016
202117_at,203022_at,0.804,0.804
202117_at,203046_s_at,-2.12,2.12
202117_at,203071_at,-0.897,0.897
202117_at,203126_at,-0.682,0.682
202117_at,203139_at,1.168,1.168
202117_at,203145_at,-0.682,0.682
202117_at,203188_at,1.722,1.722
202117_at,203214_x_at,-2.245,2.245
202117_at,203249_at,-0.897,0.897
202117_at,203265_s_at,1.722,1.722
202117_at,203266_s_at,1.269,1.269
202117_at,203276_at,-2.253,2.253
202117_at,203287_at,0.804,0.804
202117_at,203296_s_at,-0.897,0.897
202117_at,203345_s_at,-2.12,2.12
202117_at,203358_s_at,1.412,1.412
202117_at,203405_at,4.016,4.016
202117_at,203422_at,0.804,0.804
202117_at,203428_s_at,-3.281,3.281
202117_at,203432_at,-2.403,2.403
202117_at,203438_at,1.232,1.232
202117_at,203439_s_at,1.232,1.232
202117_at,203463_s_at,-0.682,0.682
202117_at,203554_x_at,-3.198,3.198
202117_at,203560_at,1.168,1.168
202117_at,203625_x_at,2.028,2.028
202117_at,203693_s_at,1.269,1.269
202174_s_at,202233_s_at,-1.858,1.858
202174_s_at,202270_at,-4.252,4.252
202174_s_at,202338_at,4.369,4.369
202174_s_at,202580_x_at,-6.449,6.449
202174_s_at,202589_at,-3.05,3.05
202174_s_at,202590_s_at,2.184,2.184
202174_s_at,202754_at,1.711,1.711
202174_s_at,202808_at,2.184,2.184
202174_s_at,202815_s_at,2.184,2.184
202174_s_at,202854_at,-1.858,1.858
202174_s_at,202858_at,-3.195,3.195
202174_s_at,202954_at,-6.449,6.449
202174_s_at,202962_at,-4.342,4.342
202174_s_at,203046_s_at,1.711,1.711
202174_s_at,203126_at,2.165,2.165
202174_s_at,203145_at,2.165,2.165
202174_s_at,203187_at,-3.914,3.914
202174_s_at,203208_s_at,4.369,4.369
202174_s_at,203214_x_at,4.369,4.369
202174_s_at,203266_s_at,-3.195,3.195
202174_s_at,203276_at,1.711,1.711
202174_s_at,203345_s_at,1.711,1.711
202174_s_at,203358_s_at,-3.05,3.05
202174_s_at,203362_s_at,4.369,4.369
202174_s_at,203380_x_at,2.184,2.184
202174_s_at,203405_at,-6.449,6.449
202174_s_at,203418_at,-1.858,1.858
202174_s_at,203438_at,-2.146,2.146
202174_s_at,203439_s_at,-2.146,2.146
202174_s_at,203463_s_at,2.165,2.165
202174_s_at,203594_at,1.711,1.711
202174_s_at,203625_x_at,5.836,5.836
202174_s_at,203693_s_at,-3.195,3.195
202188_at,202200_s_at,-0.618,0.618
202188_at,202233_s_at,-0.524,0.524
202188_at,202613_at,-0.618,0.618
202188_at,202854_at,-0.524,0.524
202188_at,203022_at,0.654,849.86
202188_at,203213_at,0.295,849.86
202188_at,203418_at,-0.524,0.524
202188_at,203422_at,0.361,849.86
202188_at,203428_s_at,-0.729,0.729
202188_at,203560_at,0.361,849.86
202188_at,203696_s_at,0.295,849.86
202200_s_at,202240_at,-0.729,0.729
202200_s_at,202270_at,1.962,1.962
202200_s_at,202307_s_at,-2.29,2.29
202200_s_at,202371_at,0.405,0.405
202200_s_at,202580_x_at,-0.905,0.905
202200_s_at,202589_at,0.733,0.733
202200_s_at,202666_s_at,1.75,849.86
202200_s_at,202690_s_at,-2.209,2.209
202200_s_at,202705_at,1.049,849.86
202200_s_at,202754_at,-1.222,1.222
202200_s_at,202870_s_at,-0.618,0.618
202200_s_at,202954_at,-0.727,0.727
202200_s_at,202962_at,0.967,0.967
202200_s_at,203214_x_at,0.73,0.73
202200_s_at,203223_at,0.405,0.405
202200_s_at,203358_s_at,0.733,0.733
202200_s_at,203362_s_at,-1.15,1.15
202200_s_at,203405_at,-0.727,0.727
202200_s_at,203428_s_at,2.329,849.86
202200_s_at,203432_at,1.349,849.86
202200_s_at,203554_x_at,1.049,849.86
202200_s_at,203625_x_at,-1.2,1.2
202200_s_at,203693_s_at,-1.578,1.578
202233_s_at,202240_at,-0.524,0.524
202233_s_at,202276_at,-0.524,0.524
202233_s_at,202307_s_at,1.889,1.889
202233_s_at,202487_s_at,-0.524,0.524
202233_s_at,202503_s_at,-0.524,0.524
202233_s_at,202589_at,-1.339,1.339
202233_s_at,202725_at,-1.548,1.548
202233_s_at,202779_s_at,-0.524,0.524
202233_s_at,202808_at,-2.537,2.537
202233_s_at,202854_at,1.794,849.86
202233_s_at,202870_s_at,-0.524,0.524
202233_s_at,202954_at,-1.313,1.313
202233_s_at,203022_at,-0.524,0.524
202233_s_at,203139_at,-0.524,0.524
202233_s_at,203188_at,-1.886,1.886
202233_s_at,203213_at,-0.524,0.524
202233_s_at,203265_s_at,-2.663,2.663
202233_s_at,203276_at,-0.963,0.963
202233_s_at,203287_at,-0.524,0.524
202233_s_at,203358_s_at,-1.486,1.486
202233_s_at,203418_at,5.004,849.86
202233_s_at,203422_at,-0.524,0.524
202233_s_at,203438_at,0.974,0.974
202233_s_at,203439_s_at,-1.705,1.705
202233_s_at,203484_at,-0.524,0.524
202233_s_at,203560_at,-0.524,0.524
202233_s_at,203594_at,-0.963,0.963
202233_s_at,203625_x_at,-1.282,1.282
202233_s_at,203693_s_at,-1.468,1.468
202233_s_at,203696_s_at,-0.524,0.524
202240_at,202276_at,0.361,849.86
202240_at,202613_at,-0.729,0.729
202240_at,202690_s_at,-0.6,0.6
202240_at,202854_at,-0.524,0.524
202240_at,202870_s_at,0.654,849.86
202240_at,203287_at,0.654,849.86
202240_at,203418_at,-0.524,0.524
202270_at,202307_s_at,-10.12,10.12
202270_at,202338_at,-2.597,2.597
202270_at,202580_x_at,1.953,1.953
202270_at,202589_at,0.595,0.595
202270_at,202590_s_at,-0.826,0.826
202270_at,202613_at,1.962,1.962
202270_at,202666_s_at,1.962,1.962
202270_at,202690_s_at,1.662,1.662
202270_at,202705_at,1.962,1.962
202270_at,202808_at,-0.826,0.826
202270_at,202815_s_at,-0.826,0.826
202270_at,202858_at,-0.951,0.951
202270_at,202954_at,1.953,1.953
202270_at,202962_at,2.422,2.422
202270_at,203208_s_at,-2.597,2.597
202270_at,203214_x_at,-2.597,2.597
202270_at,203266_s_at,-0.951,0.951
202270_at,203358_s_at,0.595,0.595
202270_at,203362_s_at,-2.597,2.597
202270_at,203380_x_at,-0.826,0.826
202270_at,203405_at,1.953,1.953
202270_at,203428_s_at,1.962,1.962
202270_at,203432_at,1.962,1.962
202270_at,203438_at,0.689,0.689
202270_at,203439_s_at,0.689,0.689
202270_at,203554_x_at,1.962,1.962
202270_at,203625_x_at,-2.777,2.777
202270_at,203693_s_at,-0.951,0.951
202276_at,202503_s_at,0.295,849.86
202276_at,202854_at,-0.524,0.524
202276_at,202870_s_at,0.295,849.86
202276_at,203276_at,0.73,0.73
202276_at,203287_at,0.654,849.86
202276_at,203418_at,-0.524,0.524
202276_at,203432_at,-0.618,0.618
202307_s_at,202338_at,2.392,2.392
